IDTRANS,NSERIE,SERIE,NUMTIKET,NUMBARRA,NNUMBARRA,FECHA,JORNADA,CREDITO,NCREDITO,NUMCLIE,PUNTOVENTA,NPUNTOVENTA,NUMCUEN,NNUMCUEN,SERVICIO,NSERVICIO,ALMACEN,NALMACEN,CABIMPORTE,CABDESCUENTO,CABNETO,CAMARERO,NCAMARERO,MACROGRUPO,NMACROGRUPO,GRUPO,NGRUPO,FAMILIA,NFAMILIA,TIPOPRODUCTO,NTIPOPRODUCTO,PRODUCTO,NPRODUCTO,CANTIDAD,PRECIO,IVA,IMPORTE,IMPORTESINIVA,DESCUENTO,IMPORTEDESCUENTO,IMPORTESINIVADESCUENTO,ANULADA,FORMATO,NFORMATO,TIENDA,ESTABLECIMIENTO,CTACONTABLE,CECO,NIFCLIENTE,NOMBRECLIENTE,VENCIMIENTO,PROMOCION,COMENSALES,COSTE,OBSERVACIONES,Turno,Denominacion 2,Factura,Motivo
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,CERVEZA,,,,,1793,Caña Estrella Doble,2.0,3.6,10.0,7.2,6.545455,0.0,7.2,6.545455,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,REFRESCOS,,,,,1346,Agua sin 43,1.0,2.8,10.0,2.8,2.545455,0.0,2.8,2.545455,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,ENTRANTES,,,,,540,Ensaladilla 5 de 43,1.0,10.0,10.0,10.0,9.090909,0.0,10.0,9.090909,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,ENTRANTES,,,,,1954,Chapinas de Cordero Glaseadas al wok,1.0,22.0,10.0,22.0,20.0,0.0,22.0,20.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,ENTRANTES,,,,,568,Boquerones fritos,1.0,17.0,10.0,17.0,15.454545,0.0,17.0,15.454545,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,NUESTRO ATUN ROJO,,,,,2673,"Plato Tataki de Atun, Boniamole",1.0,22.0,10.0,22.0,20.0,0.0,22.0,20.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,CARNES,,,,,2434,Plato Solomillo cafe de Paris,1.0,29.0,10.0,29.0,26.363636,0.0,29.0,26.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,PLATOS ESPECIALES,,,,,905,Aperitivo cuarentaytres,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,ARROCES,,,,,245,PAN ARTESANOS,1.0,2.0,10.0,2.0,1.818182,0.0,2.0,1.818182,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,Nuestro Blanco,,,,,1171,Copa V Mar de frades ,1.0,5.5,10.0,5.5,5.0,0.0,5.5,5.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,Nuestro Tinto,,,,,1202,Copa V RB reserva,2.0,5.0,10.0,10.0,9.090909,0.0,10.0,9.090909,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,Asiaticos,,,,,1848,Asiatico Licor 43 granizado,1.0,4.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,Asiaticos,,,,,1848,Asiatico Licor 43 granizado,1.0,4.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29377,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,135.5,,123.181818,,,,,,Licores RTE,,,,,1707,Shot Inv Licor 43 Horchata,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,REFRESCOS,,,,,1808,San Pellegrino Gas 1/2,2.0,3.8,10.0,7.6,6.909091,0.0,7.6,6.909091,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,Cava y Ch,,,,,1170,Copa V MDF espumoso,2.0,6.0,10.0,12.0,10.909091,0.0,12.0,10.909091,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,ENTRANTES,,,,,2146,"Salmorejo, albaricoques y pesto de hierbas.",2.0,10.0,10.0,20.0,18.181818,0.0,20.0,18.181818,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,ARROCES,,,,,847,Arroz de atún,2.0,22.0,10.0,44.0,40.0,0.0,44.0,40.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,PLATOS ESPECIALES,,,,,905,Aperitivo cuarentaytres,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,ARROCES,,,,,245,PAN ARTESANOS,2.0,2.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,POSTRES,,,,,1264,Flan de nata ,1.0,8.0,10.0,8.0,7.272727,0.0,8.0,7.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,POSTRES,,,,,1264,Flan de nata ,1.0,8.0,10.0,8.0,7.272727,0.0,8.0,7.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29378,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,103.6,,94.181818,,,,,,Licores RTE,,,,,1706,Shot Inv Licor 43 Original,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,REFRESCOS,,,,,1346,Agua sin 43,3.0,2.8,10.0,8.4,7.636364,0.0,8.4,7.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,CERVEZA,,,,,1793,Caña Estrella Doble,1.0,3.6,10.0,3.6,3.272727,0.0,3.6,3.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,ENTRANTES,,,,,559,Croquetas de jamón,5.0,2.5,10.0,12.5,11.363636,0.0,12.5,11.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,PLATOS ESPECIALES,,,,,905,Aperitivo cuarentaytres,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,ARROCES,,,,,245,PAN ARTESANOS,5.0,2.0,10.0,10.0,9.090909,0.0,10.0,9.090909,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,ARROCES,,,,,669,Arroz a banda,2.0,20.0,10.0,40.0,36.363636,0.0,40.0,36.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,ARROCES,,,,,847,Arroz de atún,2.0,22.0,10.0,44.0,40.0,0.0,44.0,40.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,NUESTRO ATUN ROJO,,,,,1941,"Carrillera de Atun encebollado, chiquillo y parmentier de bergamota.",1.0,19.0,10.0,19.0,17.272727,0.0,19.0,17.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,Nuestro Blanco,,,,,1172,MDF Godello,1.0,29.0,10.0,29.0,26.363636,0.0,29.0,26.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29369,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,170.9,,155.363636,,,,,,Resto cafes,,,,,1292,Café expresso,2.0,2.2,10.0,4.4,4.0,0.0,4.4,4.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29375,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,41.1,,37.363636,,,,,,Cocteles de Autor,,,,,1835,Licor Star,1.0,11.0,10.0,11.0,10.0,0.0,11.0,10.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29375,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,41.1,,37.363636,,,,,,PLATOS ESPECIALES,,,,,905,Aperitivo cuarentaytres,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29375,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,41.1,,37.363636,,,,,,ARROCES,,,,,245,PAN ARTESANOS,1.0,2.0,10.0,2.0,1.818182,0.0,2.0,1.818182,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29375,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,41.1,,37.363636,,,,,,ENTRANTES,,,,,559,Croquetas de jamón,2.0,2.5,10.0,5.0,4.545455,0.0,5.0,4.545455,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29375,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,41.1,,37.363636,,,,,,ENTRANTES,,,,,811,Verduras ent. brasa,1.0,14.0,10.0,14.0,12.727273,0.0,14.0,12.727273,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29375,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,41.1,,37.363636,,,,,,Helados,,,,,2167,Afogatos 43 Creme brulee,1.0,7.0,10.0,7.0,6.363636,0.0,7.0,6.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29375,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,41.1,,37.363636,,,,,,Infusiones,,,,,1574,TE VERDE,1.0,2.1,10.0,2.1,1.909091,0.0,2.1,1.909091,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,0.249333,,,,,
,,1,29368,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,5,BAR,,,12.0,,10.909091,,,,,,Asiaticos,,,,,1302,Nuestro asiatico,1.0,4.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29368,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,5,BAR,,,12.0,,10.909091,,,,,,Asiaticos,,,,,1305,Asiatico creme brule ,1.0,4.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29368,6,Restaurante cuarentaytres,5/8/2025 00:00,5/8/2025,,,1,,,,,5,BAR,,,12.0,,10.909091,,,,,,Resto cafes,,,,,1303,Marrochino,1.0,4.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,CERVEZA,,,,,2042,Estrella Levante 1/3 sin,1.0,3.0,10.0,3.0,2.727273,0.0,3.0,2.727273,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,CERVEZA,,,,,1793,Caña Estrella Doble,3.0,3.6,10.0,10.8,9.818182,0.0,10.8,9.818182,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,REFRESCOS,,,,,1346,Agua sin 43,2.0,2.8,10.0,5.6,5.090909,0.0,5.6,5.090909,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,REFRESCOS,,,,,1281,Fanta limon,1.0,2.9,10.0,2.9,2.636364,0.0,2.9,2.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,0.8712,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,ENTRANTES,,,,,568,Boquerones fritos,1.0,17.0,10.0,17.0,15.454545,0.0,17.0,15.454545,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,ENTRANTES,,,,,2653,Plato Ensalada Tomate y Burrata,2.0,18.0,10.0,36.0,32.727273,0.0,36.0,32.727273,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,ENTRANTES,,,,,559,Croquetas de jamón,6.0,2.5,10.0,15.0,13.636364,0.0,15.0,13.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,ENTRANTES,,,,,2668,"Plato Oreja Crujiente, Salsa brava",2.0,10.0,10.0,20.0,18.181818,0.0,20.0,18.181818,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,PESCADOS,,,,,1739,Pescado a la Murciana,1.0,26.0,10.0,26.0,23.636364,0.0,26.0,23.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,CARNES,,,,,2443,"Plato Paletilla de Cordero glaseada, su jugo y patatas al ajo cabañil.",1.0,46.0,10.0,46.0,41.818182,0.0,46.0,41.818182,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,CARNES,,,,,2434,Plato Solomillo cafe de Paris,1.0,29.0,10.0,29.0,26.363636,0.0,29.0,26.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,CARNES,,,,,2434,Plato Solomillo cafe de Paris,1.0,29.0,10.0,29.0,26.363636,0.0,29.0,26.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,PLATOS ESPECIALES,,,,,1619,Pollo con Patatas Fritas,1.0,12.0,10.0,12.0,10.909091,0.0,12.0,10.909091,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,PLATOS ESPECIALES,,,,,905,Aperitivo cuarentaytres,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,ARROCES,,,,,245,PAN ARTESANOS,3.0,2.0,10.0,6.0,5.454545,0.0,6.0,5.454545,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,REFRESCOS,,,,,1270,Coca-cola zero,1.0,2.9,10.0,2.9,2.636364,0.0,2.9,2.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,0.87241,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,Nuestro Blanco,,,,,1198,RB sobre lias verdejo,1.0,21.5,10.0,21.5,19.545455,0.0,21.5,19.545455,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,POSTRES,,,,,1524,Postre Tarta 571-/9A,1.0,8.0,10.0,8.0,7.272727,0.0,8.0,7.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,POSTRES,,,,,2450,Milhojas de crema y chocolate,1.0,8.0,10.0,8.0,7.272727,0.0,8.0,7.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,POSTRES,,,,,1264,Flan de nata ,1.0,8.0,10.0,8.0,7.272727,0.0,8.0,7.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,Helados,,,,,2152,helado 1 bola Helado Vainilla,1.0,4.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,Helados,,,,,2160,helado 1 bola Helado Pictacho,1.0,4.0,10.0,4.0,3.636364,0.0,4.0,3.636364,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,Asiaticos,,,,,1302,Nuestro asiatico,2.0,4.0,10.0,8.0,7.272727,0.0,8.0,7.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,Resto cafes,,,,,1296,Cafe cortado,1.0,2.2,10.0,2.2,2.0,0.0,2.2,2.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,Licores RTE,,,,,1708,Inv Licor 43 Chocolate,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29382,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,324.9,,295.363636,,,,,,Licores RTE,,,,,1706,Inv Licor 43 Original,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29379,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,145.4,,132.181818,,,,,,Cocteles clásicos con nuestro twist,,,,,1664,Aperol spritz,2.0,9.0,10.0,18.0,16.363636,0.0,18.0,16.363636,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29379,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,145.4,,132.181818,,,,,,CERVEZA,,,,,1793,Caña Estrella Doble,1.0,3.6,10.0,3.6,3.272727,0.0,3.6,3.272727,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29379,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,145.4,,132.181818,,,,,,ENTRANTES,,,,,540,Ensaladilla 5 de 43,1.0,10.0,10.0,10.0,9.090909,0.0,10.0,9.090909,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29379,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,145.4,,132.181818,,,,,,ENTRANTES,,,,,568,Boquerones fritos,1.0,17.0,10.0,17.0,15.454545,0.0,17.0,15.454545,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
,,1,29379,11,MIRADOR RESTAURANTE 43,5/8/2025 00:00,5/8/2025,,,1,,,,,6,RESTAURANTE,,,145.4,,132.181818,,,,,,ENTRANTES,,,,,2146,"Salmorejo, albaricoques y pesto de hierbas.",1.0,10.0,10.0,10.0,9.090909,0.0,10.0,9.090909,,,,2,Restaurante Cuarentaytrés,,,1234,cliente contado,,,,,,,,,
